isqno,name,war,war4,att_str,def_str,att_cas,def_cas,att_cav,def_cav,att_arty,def_arty,att_tank,def_tank,att_ach,def_ach,att_pri1,def_pri1,duration1,wofa,wofd,terra1,wx1,surpa,morala,momnta,techa,inita,mobila,force_ratio,att_loss_pct,def_loss_pct,exchange_ratio,total_troops,casualty_intensity,attacker_underdog,ach_diff,log_att_str,log_def_str,log_att_cas,log_def_cas,log_total_troops,log_exchange_ratio,log_force_ratio,log_duration1
120,EYLAU,THE NAPOLEONIC WARS,War of the Fourth Coalition of 1806-1807,78000.0,80000.0,18500.0,28000.0,20000.0,18000.0,210.0,460.0,0.0,0.0,6,6,FF,DO,1.0,8.0,8.0,R,W,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.23717948717948717,0.35,0.6607142857142857,158000.0,0.29430379746835444,0,0,11.264476926102367,11.289794413577894,9.825580063659602,10.239995502805316,11.970356641102999,0.5072478024181067,0.6805683983530851,0.6931471805599453
121,FRIEDLAND,THE NAPOLEONIC WARS,War of the Fourth Coalition of 1806-1807,80000.0,60000.0,8000.0,25000.0,0.0,0.0,110.0,185.0,0.0,0.0,9,3,FF,DO,1.0,11.0,11.0,R,D,1.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.1,0.4166666666666667,0.32,140000.0,0.2357142857142857,0,6,11.289794413577894,11.002116507732017,8.987321812850125,10.12667110305036,11.849404844423074,0.2776317365982795,0.8472978603872036,0.6931471805599453
122,VIMIERO,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,13050.0,19600.0,1800.0,750.0,1950.0,240.0,23.0,18.0,0.0,0.0,4,8,FF,DD,1.0,3.2,3.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.6658163265306123,0.13793103448275862,0.03826530612244898,2.4,32650.0,0.0781010719754977,1,-4,9.476620038167528,9.883335864325275,7.496097345175956,6.621405651764134,10.393630762106916,1.2237754316221157,0.5103152894859686,0.6931471805599453
123,CORUNNA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,20600.0,14800.0,1600.0,1000.0,4500.0,0.0,40.0,9.0,0.0,0.0,4,7,FF,DD,1.0,5.0,4.0,R,D,0.0,0.0,0.0,0.0,1.0,1.0,1.3918918918918919,0.07766990291262135,0.06756756756756757,1.6,35400.0,0.07344632768361582,0,-3,9.933094897288786,9.60245002503719,7.3783837129967145,6.90875477931522,10.474495347310453,0.9555114450274363,0.8720846393696594,0.6931471805599453
124,ECKMUEHL,THE NAPOLEONIC WARS,War of the Fifth Coalition of 1809,74000.0,66000.0,12000.0,6000.0,8000.0,10000.0,101.0,59.0,0.0,0.0,4,8,FF,DO,1.0,18.0,18.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.121212121212121,0.16216216216216217,0.09090909090909091,2.0,140000.0,0.12857142857142856,0,-4,11.211833885608513,11.097425172408931,9.392745258631441,8.699681400989514,11.849404844423074,1.0986122886681098,0.7519876805828787,0.6931471805599453
125,ASPERN-ESSLING,THE NAPOLEONIC WARS,War of the Fifth Coalition of 1809,99000.0,66000.0,23000.0,21000.0,14500.0,11000.0,264.0,144.0,0.0,0.0,7,5,FF,DD,1.875,7.5,5.0,R,D,1.0,0.0,0.0,0.0,1.0,0.0,1.5,0.23232323232323232,0.3181818181818182,1.0952380952380953,165000.0,0.26666666666666666,0,2,11.502885230075814,11.097425172408931,10.043292972227004,9.952325334619427,12.013706813470414,0.7396671961948382,0.9162907318741551,1.0560526742493137
126,THE RAAB,THE NAPOLEONIC WARS,War of the Fifth Coalition of 1809,35000.0,37000.0,4000.0,6211.0,6000.0,9000.0,101.0,59.0,0.0,0.0,8,4,FF,DD,1.0,11.5,10.0,R,D,0.0,0.0,1.0,0.0,1.0,0.0,0.9459459459459459,0.11428571428571428,0.16786486486486488,0.6440186765416197,72000.0,0.14181944444444444,0,4,10.463131911491967,10.518700218288165,8.294299608857235,8.734238184268579,11.184435286790631,0.497143656996235,0.6657482063718309,0.6931471805599453
127,WAGRAM,THE NAPOLEONIC WARS,War of the Fifth Coalition of 1809,140000.0,140000.0,34000.0,45000.0,30000.0,15000.0,554.0,480.0,0.0,0.0,7,4,EE,DO,1.375,24.0,24.0,R,D,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.24285714285714285,0.32142857142857145,0.7555555555555555,280000.0,0.28214285714285714,0,3,11.849404844423074,11.849404844423074,10.434145214930487,10.714439990727769,12.54254845357358,0.5627853626967018,0.6931471805599453,0.8649974374866045
128,TALAVERA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,46000.0,54500.0,7300.0,6700.0,8500.0,8950.0,80.0,60.0,0.0,0.0,5,6,FF,DD,1.35416666666667,4.8,4.8,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.8440366972477065,0.15869565217391304,0.12293577981651377,1.0895522388059702,100500.0,0.13930348258706468,0,-1,10.736418414365376,10.905974329106854,8.895766604056085,8.81001204797317,11.51792295668052,0.7369498032183383,0.611957025829932,0.8561868078044511
129,BUSSACO,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,65900.0,51910.0,4500.0,1300.0,8400.0,5000.0,114.0,60.0,0.0,0.0,4,6,FF,DD,1.0,12.0,12.0,G,D,0.0,0.0,1.0,0.0,1.0,1.0,1.269504912348295,0.06828528072837632,0.02504334424966288,3.4615384615384617,117810.0,0.04923181393769629,0,-2,11.095908894882296,10.857285992746686,8.412054873292933,7.170888478512505,11.676836924447922,1.4954936530848826,0.8195617074188902,0.6931471805599453
130,FUENTES DE ONORO,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,48260.0,37360.0,2700.0,1800.0,4660.0,1870.0,38.0,48.0,0.0,0.0,5,6,FF,DO,1.0,6.4,6.4,R,D,0.0,0.0,0.0,0.0,0.0,1.0,1.2917558886509637,0.055946953999171156,0.048179871520342615,1.5,85620.0,0.05255781359495445,0,-1,10.784379060058418,10.528382658579849,7.901377353792616,7.496097345175956,11.357685859144864,0.9162907318741551,0.8293182873561582,0.6931471805599453
131,ALBUERA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,23000.0,30000.0,8000.0,7500.0,4000.0,3700.0,101.0,59.0,0.0,0.0,6,7,EE,DD,1.0,4.8,4.8,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7666666666666667,0.34782608695652173,0.25,1.0666666666666667,53000.0,0.29245283018867924,1,-1,10.043292972227004,10.308985993422082,8.987321812850125,8.922791623969637,10.87806606028079,0.7259370033829362,0.5690945318899665,0.6931471805599453
132,SALAMANCA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,46000.0,42000.0,6000.0,13000.0,6000.0,4000.0,60.0,78.0,0.0,0.0,7,3,FF,DO,1.0,6.4,6.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0952380952380953,0.13043478260869565,0.30952380952380953,0.46153846153846156,88000.0,0.2159090909090909,0,4,10.736418414365376,10.645448706505872,8.699681400989514,9.472781556562168,11.385103457032141,0.37948962170490375,0.7396671961948382,0.6931471805599453
133,VITTORIA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,79062.0,68024.0,5148.0,7000.0,8317.0,10002.0,90.0,143.0,0.0,0.0,8,3,FF,DO,1.0,11.0,11.0,R,D,0.0,0.0,1.0,0.0,1.0,0.0,1.1622662589674233,0.06511345526295818,0.10290485710925555,0.7354285714285714,147086.0,0.08259113715785323,0,5,11.278000281994652,11.127630563651447,8.546557800046141,8.853808274977197,11.898779527429276,0.551254398128189,0.7711568656431681,0.6931471805599453
134,BORODINO,THE NAPOLEONIC WARS,French Invasion of Russia of 1812,120000.0,120000.0,28000.0,40000.0,28000.0,18000.0,587.0,640.0,0.0,0.0,7,6,FF,DO,1.0,6.0,7.6,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.23333333333333334,0.3333333333333333,0.7,240000.0,0.2833333333333333,0,1,11.695255355062795,11.695255355062795,10.239995502805316,10.596659732783579,12.388398368982115,0.5306282510621704,0.6931471805599453,0.6931471805599453
135,LUETZEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,93000.0,120000.0,18000.0,22000.0,25000.0,7500.0,500.0,250.0,0.0,0.0,4,6,FF,DO,1.0,8.0,8.0,R,D,1.0,0.0,0.0,0.0,0.0,0.0,0.775,0.1935483870967742,0.18333333333333332,0.8181818181818182,213000.0,0.18779342723004694,1,-2,11.440365524765756,11.695255355062795,9.798182590890704,9.99884318585288,12.269052139516223,0.5978370007556205,0.5738004229273791,0.6931471805599453
136,BAUTZEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,199000.0,97000.0,25000.0,20000.0,15000.0,26000.0,300.0,450.0,0.0,0.0,6,4,FF,DD,1.58333333333333,9.6,11.2,R,W,0.0,0.0,0.0,0.0,1.0,0.0,2.051546391752577,0.12562814070351758,0.20618556701030927,1.25,296000.0,0.15202702702702703,0,2,12.201065128819632,11.48247656671073,10.12667110305036,9.90353755128617,12.598118111678868,0.8109302162163288,1.1156484758206775,0.9490805546971446
137,DRESDEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,170000.0,120000.0,40000.0,10000.0,20000.0,10000.0,400.0,250.0,0.0,0.0,3,6,FF,DO,2.04166666666667,13.0,13.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.23529411764705882,0.08333333333333333,4.0,290000.0,0.1724137931034483,0,-3,12.04355959836804,11.695255355062795,10.596659732783579,9.210440366976517,12.577639650232573,1.6094379124341003,0.8823891801984738,1.1124056108004465
138,LEIPZIG,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,365000.0,196200.0,65000.0,60000.0,60000.0,30000.0,1384.0,717.0,0.0,0.0,7,5,FF,DO,4.0625,13.6,20.8,R,D,1.0,0.0,1.0,0.0,1.0,0.0,1.8603465851172274,0.1780821917808219,0.3058103975535168,1.0833333333333333,561200.0,0.22273699215965787,0,2,12.807655372286902,12.18689492294037,11.082157933374816,11.002116507732017,13.237834409104792,0.7339691750802004,1.0509428010970432,1.6218604324326575
139,HANAU,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,60000.0,40000.0,5000.0,15000.0,12000.0,7000.0,140.0,138.0,0.0,0.0,7,3,FF,DD,1.91666666666667,1.6,3.2,R,D,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.08333333333333333,0.375,0.3333333333333333,100000.0,0.2,0,4,11.002116507732017,10.596659732783579,8.517393171418904,9.61587214452889,11.51293546492023,0.2876820724517809,0.9162907318741551,1.0704414117014145
140,LA ROTHIERE,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,110000.0,40000.0,6000.0,6000.0,0.0,0.0,100.0,70.0,0.0,0.0,8,7,FF,DO,1.0,4.8,9.6,R,W,1.0,1.0,1.0,0.0,1.0,0.0,2.75,0.05454545454545454,0.15,1.0,150000.0,0.08,0,1,11.608244735642321,10.596659732783579,8.699681400989514,8.699681400989514,11.918397239722838,0.6931471805599453,1.3217558399823195,0.6931471805599453
141,LAON,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,47600.0,85000.0,6000.0,4000.0,0.0,0.0,100.0,150.0,0.0,0.0,4,7,FF,DO,2.0,6.4,10.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.12605042016806722,0.047058823529411764,1.5,132600.0,0.07541478129713423,1,-3,10.7706090484022,11.350418300109132,8.699681400989514,8.294299608857235,11.795099898183592,0.9162907318741551,0.44468582126144574,1.0986122886681098
142,ARCIS-SUR-AUBE,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,80000.0,30000.0,3000.0,5000.0,0.0,9000.0,150.0,40.0,0.0,0.0,7,4,FF,DO,2.04166666666667,4.8,4.8,R,D,2.0,1.0,1.0,0.0,1.0,0.0,2.6666666666666665,0.0375,0.16666666666666666,0.6,110000.0,0.07272727272727272,0,3,11.289794413577894,10.308985993422082,8.006700845440367,8.517393171418904,11.608244735642321,0.4700036292457355,1.2992829841302609,1.1124056108004465
143,LIGNY,THE NAPOLEONIC WARS,Hundred Days of 1814,67567.0,82895.0,12000.0,18000.0,13737.0,8630.0,236.0,216.0,0.0,0.0,7,4,FF,DD,1.0,12.0,12.0,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.8150913806622836,0.17760149185253157,0.2171421678026419,0.6666666666666666,150462.0,0.1993858914543207,0,3,11.120889777173725,11.325342089054569,9.392745258631441,9.798182590890704,11.921472485769616,0.5108256237659906,0.5961358139217552,0.6931471805599453
144,QUATRE BRAS,THE NAPOLEONIC WARS,Hundred Days of 1814,26741.0,33765.0,4500.0,4500.0,6106.0,2500.0,72.0,68.0,0.0,0.0,6,7,FF,DD,1.0,5.0,5.0,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.7919739375092552,0.16828091694401856,0.1332741003998223,1.0,60506.0,0.14874557895084786,1,-1,10.193990642174612,10.427209658037139,8.412054873292933,8.412054873292933,11.010514339805257,0.6931471805599453,0.5833177706463377,0.6931471805599453
145,WATERLOO,THE NAPOLEONIC WARS,Hundred Days of 1814,68265.0,137547.0,25000.0,22500.0,15489.0,23880.0,266.0,196.0,0.0,0.0,3,8,FF,DO,1.0,4.0,6.4,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.49630308185565664,0.36621987841500037,0.16358044886475168,1.1111111111111112,205812.0,0.23079315103103804,1,-5,11.131167117806696,11.8317282260798,10.12667110305036,10.021315031649332,12.234723268511457,0.7472144018302211,0.4029974538560256,0.6931471805599453
146,THE THAMES,WAR OF 1812,War of 1812 of 1812-1815,3500.0,1800.0,29.0,668.0,0.0,0.0,101.0,59.0,0.0,0.0,7,1,FF,DD,1.0,0.2,0.2,F,D,0.0,0.0,0.0,0.0,1.0,0.0,1.9444444444444444,0.008285714285714285,0.3711111111111111,0.04341317365269461,5300.0,0.13150943396226414,0,6,8.160803920954665,7.496097345175956,3.4011973816621555,6.505784060128229,8.575650760987806,0.04249723722387816,1.0799201556559572,0.6931471805599453
147,CHIPPEWA,WAR OF 1812,War of 1812 of 1812-1815,2100.0,2650.0,604.0,335.0,200.0,0.0,6.0,4.0,0.0,0.0,2,6,FF,DO,1.0,1.6,1.6,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.7924528301886793,0.2876190476190476,0.12641509433962264,1.8029850746268656,4750.0,0.1976842105263158,1,-4,7.650168700845001,7.8826922062890254,6.405228458030842,5.817111159963204,8.46611040118692,1.0306849473831965,0.583584978048419,0.6931471805599453
148,LUNDY'S LANE,WAR OF 1812,War of 1812 of 1812-1815,2000.0,3000.0,860.0,878.0,0.0,0.0,16.0,9.0,0.0,0.0,3,4,FF,DD,1.0,0.5,0.7,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.43,0.2926666666666667,0.979498861047836,5000.0,0.3476,1,-1,7.601402334583733,8.006700845440367,6.7580945044277305,6.778784897685177,8.517393171418904,0.6828437121902207,0.5108256237659906,0.6931471805599453
149,NEW ORLEANS,WAR OF 1812,War of 1812 of 1812-1815,6000.0,3200.0,2600.0,71.0,0.0,0.0,24.0,25.0,0.0,0.0,3,8,FF,DD,1.0,2.3,3.0,F,D,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.43333333333333335,0.0221875,28.797692307692166,9200.0,0.29032608695652173,0,-5,8.699681400989514,8.071218539969863,7.8636512654486515,4.276666119016055,9.127067452782361,3.3944309511735895,1.0560526742493137,0.6931471805599453
150,BOYACA,LATIN AMERICAN WARS OF INDEPENDENCE,First Bolivar Expedition of 1817-1819,3000.0,3000.0,66.0,1800.0,0.0,400.0,0.0,3.0,0.0,0.0,9,3,FF,DD,2.0,1.5,1.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.022,0.6,0.03666666666666667,6000.0,0.311,0,6,8.006700845440367,8.006700845440367,4.204692619390966,7.496097345175956,8.699681400989514,0.036010437523033074,0.6931471805599453,1.0986122886681098
151,CARABOBO,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,6400.0,5180.0,200.0,2908.0,2500.0,1700.0,101.0,59.0,0.0,0.0,9,4,FF,DD,2.0,3.2,2.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.2355212355212355,0.03125,0.5613899613899614,0.0687757909215956,11580.0,0.2683937823834197,0,5,8.764209507142004,8.552753366814787,5.303304908059076,7.975564658495202,9.357121103184378,0.06651387283412807,0.8044744158734575,1.0986122886681098
152,BOMBONA,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,1800.0,2200.0,531.0,250.0,0.0,0.0,0.0,2.0,0.0,0.0,7,6,FF,DD,2.0,7.5,7.5,G,D,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.295,0.11363636363636363,2.124,4000.0,0.19525,0,1,7.496097345175956,7.696667081526462,6.2766434893416445,5.5254529391317835,8.294299608857235,1.1391142319774397,0.5978370007556205,1.0986122886681098
153,PICHINCHA,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,2500.0,2400.0,590.0,340.0,300.0,400.0,14.0,0.0,0.0,0.0,3,8,FF,DO,1.0,1.0,1.0,G,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0416666666666667,0.236,0.14166666666666666,1.7352941176470589,4900.0,0.18979591836734694,0,-5,7.824445930877619,7.783640596221253,6.3818160174060985,5.831882477283517,8.497194544909547,1.0062389685370945,0.713766467762681,0.6931471805599453
154,JUNIN,LATIN AMERICAN WARS OF INDEPENDENCE,Liberation of Peru of 1824-1825,2000.0,2000.0,145.0,464.0,2000.0,2000.0,0.0,0.0,0.0,0.0,9,3,FF,DO,2.0,1.4,1.4,F,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0725,0.232,0.3125,4000.0,0.15225,0,6,7.601402334583733,7.601402334583733,4.983606621708336,6.142037405587356,8.294299608857235,0.27193371548364176,0.6931471805599453,1.0986122886681098
155,AYACUCHO,LATIN AMERICAN WARS OF INDEPENDENCE,Liberation of Peru of 1824-1825,9310.0,5780.0,2500.0,919.0,0.0,0.0,11.0,1.0,0.0,0.0,2,9,FF,DO,1.0,4.5,4.5,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.6107266435986158,0.26852846401718583,0.15899653979238754,2.720348204570185,15090.0,0.2265738899933731,0,-7,9.138951775888529,8.662331957082475,7.824445930877619,6.824373670043086,9.62185381861855,1.3138172672836141,0.9596285900954714,0.6931471805599453
156,SAN JACINTO,WAR OF TEXAN INDEPENDENCE,Texan War of 1835-1836,743.0,1600.0,39.0,1600.0,0.0,0.0,0.0,59.0,0.0,0.0,9,1,FF,DD,1.0,0.3,0.2,F,D,3.0,0.0,0.0,0.0,1.0,0.0,0.464375,0.052489905787348586,1.0,0.024375,2343.0,0.5784550398084819,1,8,6.612041034833092,7.3783837129967145,3.6888794541139363,7.3783837129967145,7.759614150696903,0.02408267051595708,0.381428530279923,0.6931471805599453
157,PALO ALTO,US-MEXICAN WAR,Mexican-American War of 1846-1847,2288.0,6000.0,48.0,400.0,0.0,1000.0,20.0,12.0,0.0,0.0,6,2,FF,DO,1.0,1.2,1.6,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.38133333333333336,0.02097902097902098,0.06666666666666667,0.12,8288.0,0.05405405405405406,1,4,7.735870319952567,8.699681400989514,3.8918202981106265,5.993961427306569,9.022684613591526,0.11332868530700317,0.32304921628907224,0.6931471805599453
158,RESACA DE LA PALMA,US-MEXICAN WAR,Mexican-American War of 1846-1847,1700.0,5600.0,122.0,600.0,0.0,0.0,16.0,8.0,0.0,0.0,7,1,FF,DD,1.0,1.9,2.7,F,D,0.0,0.0,1.0,0.0,1.0,0.0,0.30357142857142855,0.07176470588235294,0.10714285714285714,0.20333333333333334,7300.0,0.0989041095890411,1,6,7.438971592395862,8.630700432209832,4.812184355372417,6.398594934535208,8.895766604056085,0.18509548367667986,0.26510775041324186,0.6931471805599453
159,BUENA VISTA,US-MEXICAN WAR,Mexican-American War of 1846-1847,14000.0,4759.0,2000.0,746.0,0.0,1018.0,101.0,16.0,0.0,0.0,2,6,FF,DD,1.625,7.0,13.0,G,W,0.0,0.0,0.0,0.0,1.0,0.0,2.9417944946417314,0.14285714285714285,0.15675562092876655,2.680965147453083,18759.0,0.14638306945999255,0,-4,9.546884034617925,8.468002947225466,7.601402334583733,6.616065185132817,9.839482222560216,1.3031749861241555,1.371636075114297,0.965080896043587
160,CERRO GORDO,US-MEXICAN WAR,Mexican-American War of 1846-1847,8500.0,12000.0,431.0,4000.0,0.0,0.0,7.0,40.0,0.0,0.0,8,1,FF,DD,1.79166666666667,2.4,4.0,G,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7083333333333334,0.05070588235294118,0.3333333333333333,0.10775,20500.0,0.21614634146341463,1,7,9.04793908261736,9.392745258631441,6.068425588244111,8.294299608857235,9.928228944424575,0.10233093109746182,0.5355182363563622,1.0266387890430217
161,CONTRERAS,US-MEXICAN WAR,Mexican-American War of 1846-1847,4500.0,4000.0,60.0,1513.0,0.0,0.0,101.0,22.0,0.0,0.0,9,1,FF,DD,1.0,2.5,2.7,G,D,2.0,0.0,0.0,0.0,1.0,0.0,1.125,0.013333333333333334,0.37825,0.03965631196298744,8500.0,0.18505882352941178,0,8,8.412054873292933,8.294299608857235,4.110873864173311,7.322510433997394,9.04793908261736,0.0388901892699219,0.7537718023763802,0.6931471805599453
162,CHURUBUSCO,US-MEXICAN WAR,Mexican-American War of 1846-1847,8497.0,10500.0,996.0,3124.0,0.0,0.0,101.0,59.0,0.0,0.0,7,2,FF,DD,1.1875,2.0,1.1,F,D,0.0,0.0,1.0,0.0,1.0,0.0,0.8092380952380952,0.11721784159114981,0.2975238095238095,0.31882202304737517,18997.0,0.2168763488971943,0,5,9.047586120674756,9.259225769705994,6.904750769961838,8.047189562170502,9.852088989450127,0.2767389313839955,0.5929058147994344,0.7827593392496325
163,MOLINO DEL REY,US-MEXICAN WAR,Mexican-American War of 1846-1847,3100.0,12000.0,792.0,2700.0,300.0,0.0,9.0,59.0,0.0,0.0,7,2,FF,DD,1.0,1.6,1.0,R,D,0.0,0.0,1.0,0.0,0.0,0.0,0.25833333333333336,0.25548387096774194,0.225,0.29333333333333333,15100.0,0.23125827814569536,1,5,8.03947991910045,9.392745258631441,6.675823221634848,7.901377353792616,9.62251624577579,0.25722286496707236,0.22978809403287836,0.6931471805599453
164,CHAPULTEPEC,US-MEXICAN WAR,Mexican-American War of 1846-1847,7180.0,15000.0,863.0,1800.0,0.0,0.0,8.0,13.0,0.0,0.0,9,2,FF,DD,1.0,1.8,3.5,G,D,0.0,0.0,1.0,0.0,1.0,0.0,0.4786666666666667,0.1201949860724234,0.12,0.47944444444444445,22180.0,0.12006311992786294,1,7,8.879193928110318,9.61587214452889,6.761572768804055,7.496097345175956,10.006991345550789,0.39166664192967615,0.3911407808200109,0.6931471805599453
165,THE ALMA,CRIMEAN WAR,Crimean War of 1853-1856,65000.0,36400.0,2562.0,5709.0,1000.0,3400.0,136.0,118.0,0.0,0.0,6,3,FF,DD,1.0,10.0,11.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.7857142857142858,0.039415384615384616,0.15684065934065933,0.4487651077246453,101400.0,0.08156804733727811,0,3,11.082157933374816,10.502351525774941,7.848933726364071,8.649974302650056,11.52683823202353,0.37071154372764725,1.024504316514388,0.6931471805599453
166,INKERMAN,CRIMEAN WAR,Crimean War of 1853-1856,42000.0,16000.0,15187.0,4105.0,0.0,0.0,106.0,56.0,0.0,0.0,3,5,FF,DO,1.0,2.5,2.5,R,W,1.0,0.0,0.0,0.0,0.0,0.0,2.625,0.3615952380952381,0.2565625,3.699634591961023,58000.0,0.33262068965517244,0,-2,10.645448706505872,9.680406499268875,9.628260921351693,8.32020459757888,10.968215530759236,1.5474847593023338,1.2878542883066382,0.6931471805599453
167,MAGENTA,WAR OF AUSTRIA WITH FRANCE AND PIEDMONT,War of Italian Unification of 1859,48090.0,61618.0,4530.0,10236.0,1207.0,3435.0,87.0,152.0,0.0,0.0,5,3,FF,DO,1.0,8.0,6.0,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.7804537635106624,0.0941983780411728,0.16612028952578792,0.4425556858147714,109708.0,0.13459364859445072,1,2,10.780850328399447,11.028725543521734,8.418697944667139,9.233763886919771,11.605586684830609,0.36641632233943144,0.576868255137162,0.6931471805599453
168,SOLFERINO,WAR OF AUSTRIA WITH FRANCE AND PIEDMONT,War of Italian Unification of 1859,143000.0,130000.0,17400.0,21800.0,15000.0,0.0,420.0,536.0,0.0,0.0,5,3,FF,DO,1.0,11.0,11.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.12167832167832168,0.1676923076923077,0.7981651376146789,273000.0,0.14358974358974358,0,2,11.870606902224587,11.775297421715827,9.76428295481558,9.989711119284745,12.51723073716405,0.5867667770013735,0.7419373447293773,0.6931471805599453
169,SADOWA (KOENIGGRATZ),AUSTRO-PRUSSIAN (SEVEN WEEK'S) WAR,Seven Weeks War of 1866,220000.0,215000.0,9200.0,44300.0,27000.0,24000.0,780.0,770.0,0.0,0.0,7,5,DE,DO,1.0,12.0,24.0,R,W,0.0,0.0,0.0,0.0,1.0,0.0,1.0232558139534884,0.04181818181818182,0.20604651162790696,0.2076749435665914,435000.0,0.12298850574712644,0,2,12.301387370778713,12.278397958261774,9.127067452782361,10.698762529141884,12.983103608918753,0.1886969768508709,0.7047080029610213,0.6931471805599453
170,CUSTOZZA II,AUSTRO-ITALIAN WAR,Seven Weeks War of 1866,90000.0,75000.0,8100.0,5600.0,7000.0,0.0,192.0,172.0,0.0,0.0,3,6,FF,DO,1.0,6.0,6.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.09,0.07466666666666667,1.4464285714285714,165000.0,0.08303030303030302,0,-3,11.407576060361786,11.225256725762893,8.999742789830492,8.630700432209832,12.013706813470414,0.8946292350929756,0.7884573603642702,0.6931471805599453
171,FIRST BULL RUN (MANASSAS),AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,35000.0,32500.0,2896.0,1982.0,0.0,1300.0,55.0,49.0,0.0,0.0,4,6,EE,DO,1.0,4.5,4.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.08274285714285715,0.06098461538461539,1.4611503531786074,67500.0,0.07226666666666667,0,-2,10.463131911491967,10.389026137075234,7.9714309977693505,7.592366128519796,11.119897691565697,0.9006288638859322,0.7308875085427923,0.6931471805599453
172,WILSON'S CREEK,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,5400.0,10175.0,1235.0,1095.0,0.0,0.0,16.0,15.0,0.0,0.0,5,6,FF,DO,1.0,2.0,2.4,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.5307125307125307,0.22870370370370371,0.10761670761670762,1.1278538812785388,15575.0,0.14959871589085072,1,-1,8.594339400592892,9.227787285579904,7.119635638017636,6.999422467507961,9.653486547052035,0.755113904309145,0.42573333334485813,0.6931471805599453
173,BELMONT,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,3144.0,5000.0,607.0,642.0,0.0,0.0,6.0,6.0,0.0,0.0,6,5,FF,DO,1.0,1.0,1.0,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.6288,0.19306615776081426,0.1284,0.9454828660436138,8144.0,0.15336444007858546,1,1,8.05356916913454,8.517393171418904,6.410174881966167,6.466144724237619,9.005159521036145,0.6655102064356165,0.48784354737406654,0.6931471805599453
