isqno,name,war,war4,att_str,def_str,att_cas,def_cas,att_cav,def_cav,att_arty,def_arty,att_tank,def_tank,att_ach,def_ach,att_pri1,def_pri1,duration1,wofa,wofd,terra1,wx1,surpa,morala,momnta,techa,inita,mobila,force_ratio,att_loss_pct,def_loss_pct,exchange_ratio,total_troops,casualty_intensity,attacker_underdog,ach_diff,log_att_str,log_def_str,log_att_cas,log_def_cas,log_total_troops,log_exchange_ratio,log_force_ratio,log_duration1,umap_x,umap_y,kmeans,hdbscan
132,SALAMANCA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,46000.0,42000.0,6000.0,13000.0,6000.0,4000.0,60.0,78.0,0.0,0.0,7,3,FF,DO,1.0,6.4,6.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0952380952380951,0.1304347826086956,0.3095238095238095,0.4615384615384615,88000.0,0.2159090909090909,0,4,10.736418414365376,10.645448706505872,8.699681400989514,9.472781556562168,11.38510345703214,0.3794896217049037,0.7396671961948382,0.6931471805599453,10.665493,13.9707155,0,1
133,VITTORIA,THE NAPOLEONIC WARS,Peninsular War of 1808-1814,79062.0,68024.0,5148.0,7000.0,8317.0,10002.0,90.0,143.0,0.0,0.0,8,3,FF,DO,1.0,11.0,11.0,R,D,0.0,0.0,1.0,0.0,1.0,0.0,1.1622662589674233,0.0651134552629581,0.1029048571092555,0.7354285714285714,147086.0,0.0825911371578532,0,5,11.278000281994652,11.127630563651447,8.546557800046141,8.853808274977197,11.898779527429276,0.551254398128189,0.7711568656431681,0.6931471805599453,10.028513,15.064907,0,1
134,BORODINO,THE NAPOLEONIC WARS,French Invasion of Russia of 1812,120000.0,120000.0,28000.0,40000.0,28000.0,18000.0,587.0,640.0,0.0,0.0,7,6,FF,DO,1.0,6.0,7.6,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2333333333333333,0.3333333333333333,0.7,240000.0,0.2833333333333333,0,1,11.695255355062796,11.695255355062796,10.239995502805316,10.59665973278358,12.388398368982116,0.5306282510621704,0.6931471805599453,0.6931471805599453,11.679383,14.267054,5,1
135,LUETZEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,93000.0,120000.0,18000.0,22000.0,25000.0,7500.0,500.0,250.0,0.0,0.0,4,6,FF,DO,1.0,8.0,8.0,R,D,1.0,0.0,0.0,0.0,0.0,0.0,0.775,0.1935483870967742,0.1833333333333333,0.8181818181818182,213000.0,0.1877934272300469,1,-2,11.440365524765756,11.695255355062796,9.798182590890704,9.99884318585288,12.269052139516225,0.5978370007556205,0.5738004229273791,0.6931471805599453,12.970327,10.047154,0,1
136,BAUTZEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,199000.0,97000.0,25000.0,20000.0,15000.0,26000.0,300.0,450.0,0.0,0.0,6,4,FF,DD,1.58333333333333,9.6,11.2,R,W,0.0,0.0,0.0,0.0,1.0,0.0,2.051546391752577,0.1256281407035175,0.2061855670103092,1.25,296000.0,0.152027027027027,0,2,12.201065128819632,11.48247656671073,10.12667110305036,9.90353755128617,12.598118111678868,0.8109302162163288,1.1156484758206775,0.9490805546971446,11.594023,14.803071,0,1
137,DRESDEN,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,170000.0,120000.0,40000.0,10000.0,20000.0,10000.0,400.0,250.0,0.0,0.0,3,6,FF,DO,2.04166666666667,13.0,13.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.2352941176470588,0.0833333333333333,4.0,290000.0,0.1724137931034483,0,-3,12.04355959836804,11.695255355062796,10.59665973278358,9.210440366976515,12.577639650232571,1.6094379124341005,0.8823891801984738,1.1124056108004463,13.208662,14.79522,5,1
138,LEIPZIG,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,365000.0,196200.0,65000.0,60000.0,60000.0,30000.0,1384.0,717.0,0.0,0.0,7,5,FF,DO,4.0625,13.6,20.8,R,D,1.0,0.0,1.0,0.0,1.0,0.0,1.8603465851172272,0.1780821917808219,0.3058103975535168,1.0833333333333333,561200.0,0.2227369921596578,0,2,12.807655372286902,12.18689492294037,11.082157933374816,11.002116507732016,13.237834409104792,0.7339691750802004,1.0509428010970432,1.6218604324326575,12.109858,15.241117,5,1
139,HANAU,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,60000.0,40000.0,5000.0,15000.0,12000.0,7000.0,140.0,138.0,0.0,0.0,7,3,FF,DD,1.91666666666667,1.6,3.2,R,D,0.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0833333333333333,0.375,0.3333333333333333,100000.0,0.2,0,4,11.002116507732016,10.59665973278358,8.517393171418904,9.61587214452889,11.51293546492023,0.2876820724517809,0.9162907318741552,1.0704414117014145,9.276433,14.855198,0,1
140,LA ROTHIERE,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,110000.0,40000.0,6000.0,6000.0,0.0,0.0,100.0,70.0,0.0,0.0,8,7,FF,DO,1.0,4.8,9.6,R,W,1.0,1.0,1.0,0.0,1.0,0.0,2.75,0.0545454545454545,0.15,1.0,150000.0,0.08,0,1,11.60824473564232,10.59665973278358,8.699681400989514,8.699681400989514,11.918397239722838,0.6931471805599453,1.3217558399823195,0.6931471805599453,9.259866,15.386286,0,1
141,LAON,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,47600.0,85000.0,6000.0,4000.0,0.0,0.0,100.0,150.0,0.0,0.0,4,7,FF,DO,2.0,6.4,10.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.1260504201680672,0.0470588235294117,1.5,132600.0,0.0754147812971342,1,-3,10.7706090484022,11.350418300109132,8.699681400989514,8.294299608857235,11.795099898183592,0.9162907318741552,0.4446858212614457,1.0986122886681098,12.79671,9.638405,0,1
142,ARCIS-SUR-AUBE,THE NAPOLEONIC WARS,War of the Sixth Coalition of 1812-1814,80000.0,30000.0,3000.0,5000.0,0.0,9000.0,150.0,40.0,0.0,0.0,7,4,FF,DO,2.04166666666667,4.8,4.8,R,D,2.0,1.0,1.0,0.0,1.0,0.0,2.6666666666666665,0.0375,0.1666666666666666,0.6,110000.0,0.0727272727272727,0,3,11.289794413577894,10.308985993422082,8.006700845440367,8.517393171418904,11.60824473564232,0.4700036292457355,1.2992829841302609,1.1124056108004463,9.158527,15.253142,0,1
143,LIGNY,THE NAPOLEONIC WARS,Hundred Days of 1814,67567.0,82895.0,12000.0,18000.0,13737.0,8630.0,236.0,216.0,0.0,0.0,7,4,FF,DD,1.0,12.0,12.0,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.8150913806622836,0.1776014918525315,0.2171421678026419,0.6666666666666666,150462.0,0.1993858914543207,0,3,11.120889777173725,11.325342089054567,9.39274525863144,9.798182590890704,11.921472485769616,0.5108256237659906,0.5961358139217552,0.6931471805599453,10.300809,15.048094,0,1
144,QUATRE BRAS,THE NAPOLEONIC WARS,Hundred Days of 1814,26741.0,33765.0,4500.0,4500.0,6106.0,2500.0,72.0,68.0,0.0,0.0,6,7,FF,DD,1.0,5.0,5.0,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.7919739375092552,0.1682809169440185,0.1332741003998223,1.0,60506.0,0.1487455789508478,1,-1,10.193990642174612,10.42720965803714,8.412054873292933,8.412054873292933,11.010514339805257,0.6931471805599453,0.5833177706463377,0.6931471805599453,12.500328,9.880248,0,1
145,WATERLOO,THE NAPOLEONIC WARS,Hundred Days of 1814,68265.0,137547.0,25000.0,22500.0,15489.0,23880.0,266.0,196.0,0.0,0.0,3,8,FF,DO,1.0,4.0,6.4,R,W,0.0,0.0,1.0,0.0,1.0,0.0,0.4963030818556566,0.3662198784150003,0.1635804488647516,1.1111111111111112,205812.0,0.230793151031038,1,-5,11.131167117806696,11.8317282260798,10.12667110305036,10.021315031649332,12.234723268511456,0.7472144018302211,0.4029974538560256,0.6931471805599453,12.795679,10.053782,1,1
146,THE THAMES,WAR OF 1812,War of 1812 of 1812-1815,3500.0,1800.0,29.0,668.0,0.0,0.0,101.0,59.0,0.0,0.0,7,1,FF,DD,1.0,0.2,0.2,F,D,0.0,0.0,0.0,0.0,1.0,0.0,1.9444444444444444,0.0082857142857142,0.3711111111111111,0.0434131736526946,5300.0,0.1315094339622641,0,6,8.160803920954665,7.496097345175956,3.4011973816621555,6.505784060128229,8.575650760987806,0.0424972372238781,1.0799201556559572,0.6931471805599453,9.7661,10.393236,4,1
147,CHIPPEWA,WAR OF 1812,War of 1812 of 1812-1815,2100.0,2650.0,604.0,335.0,200.0,0.0,6.0,4.0,0.0,0.0,2,6,FF,DO,1.0,1.6,1.6,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.7924528301886793,0.2876190476190476,0.1264150943396226,1.8029850746268656,4750.0,0.1976842105263158,1,-4,7.650168700845001,7.8826922062890254,6.405228458030842,5.817111159963204,8.46611040118692,1.0306849473831965,0.583584978048419,0.6931471805599453,12.306997,8.873881,1,1
148,LUNDY'S LANE,WAR OF 1812,War of 1812 of 1812-1815,2000.0,3000.0,860.0,878.0,0.0,0.0,16.0,9.0,0.0,0.0,3,4,FF,DD,1.0,0.5,0.7,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.43,0.2926666666666667,0.979498861047836,5000.0,0.3476,1,-1,7.601402334583733,8.006700845440367,6.7580945044277305,6.778784897685177,8.517393171418904,0.6828437121902207,0.5108256237659906,0.6931471805599453,12.278264,8.837678,1,1
149,NEW ORLEANS,WAR OF 1812,War of 1812 of 1812-1815,6000.0,3200.0,2600.0,71.0,0.0,0.0,24.0,25.0,0.0,0.0,3,8,FF,DD,1.0,2.3,3.0,F,D,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.4333333333333333,0.0221875,28.797692307692166,9200.0,0.2903260869565217,0,-5,8.699681400989514,8.071218539969863,7.8636512654486515,4.276666119016055,9.12706745278236,3.3944309511735895,1.0560526742493137,0.6931471805599453,7.399852,10.21511,1,1
150,BOYACA,LATIN AMERICAN WARS OF INDEPENDENCE,First Bolivar Expedition of 1817-1819,3000.0,3000.0,66.0,1800.0,0.0,400.0,0.0,3.0,0.0,0.0,9,3,FF,DD,2.0,1.5,1.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.022,0.6,0.0366666666666666,6000.0,0.311,0,6,8.006700845440367,8.006700845440367,4.204692619390966,7.496097345175956,8.699681400989514,0.036010437523033,0.6931471805599453,1.0986122886681098,10.321468,11.025843,4,1
151,CARABOBO,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,6400.0,5180.0,200.0,2908.0,2500.0,1700.0,101.0,59.0,0.0,0.0,9,4,FF,DD,2.0,3.2,2.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.2355212355212355,0.03125,0.5613899613899614,0.0687757909215956,11580.0,0.2683937823834197,0,5,8.764209507142004,8.552753366814787,5.303304908059076,7.975564658495202,9.357121103184378,0.066513872834128,0.8044744158734575,1.0986122886681098,10.372102,11.272001,4,1
152,BOMBONA,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,1800.0,2200.0,531.0,250.0,0.0,0.0,0.0,2.0,0.0,0.0,7,6,FF,DD,2.0,7.5,7.5,G,D,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.295,0.1136363636363636,2.124,4000.0,0.19525,0,1,7.496097345175956,7.696667081526462,6.2766434893416445,5.5254529391317835,8.294299608857235,1.1391142319774397,0.5978370007556205,1.0986122886681098,8.583238,10.303231,1,1
153,PICHINCHA,LATIN AMERICAN WARS OF INDEPENDENCE,Second Bolívar Expedition of 1821-1822,2500.0,2400.0,590.0,340.0,300.0,400.0,14.0,0.0,0.0,0.0,3,8,FF,DO,1.0,1.0,1.0,G,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0416666666666667,0.236,0.1416666666666666,1.7352941176470589,4900.0,0.1897959183673469,0,-5,7.824445930877619,7.783640596221253,6.3818160174060985,5.831882477283517,8.497194544909547,1.0062389685370945,0.713766467762681,0.6931471805599453,7.9672313,10.174625,1,1
154,JUNIN,LATIN AMERICAN WARS OF INDEPENDENCE,Liberation of Peru of 1824-1825,2000.0,2000.0,145.0,464.0,2000.0,2000.0,0.0,0.0,0.0,0.0,9,3,FF,DO,2.0,1.4,1.4,F,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0725,0.232,0.3125,4000.0,0.15225,0,6,7.601402334583733,7.601402334583733,4.983606621708336,6.142037405587356,8.294299608857235,0.2719337154836417,0.6931471805599453,1.0986122886681098,9.058059,10.541691,3,1
155,AYACUCHO,LATIN AMERICAN WARS OF INDEPENDENCE,Liberation of Peru of 1824-1825,9310.0,5780.0,2500.0,919.0,0.0,0.0,11.0,1.0,0.0,0.0,2,9,FF,DO,1.0,4.5,4.5,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.6107266435986158,0.2685284640171858,0.1589965397923875,2.720348204570185,15090.0,0.2265738899933731,0,-7,9.138951775888527,8.662331957082475,7.824445930877619,6.824373670043086,9.62185381861855,1.313817267283614,0.9596285900954714,0.6931471805599453,7.518964,10.162306,1,1
156,SAN JACINTO,WAR OF TEXAN INDEPENDENCE,Texan War of 1835-1836,743.0,1600.0,39.0,1600.0,0.0,0.0,0.0,59.0,0.0,0.0,9,1,FF,DD,1.0,0.3,0.2,F,D,3.0,0.0,0.0,0.0,1.0,0.0,0.464375,0.0524899057873485,1.0,0.024375,2343.0,0.5784550398084819,1,8,6.612041034833092,7.378383712996715,3.688879454113936,7.378383712996715,7.759614150696903,0.024082670515957,0.381428530279923,0.6931471805599453,10.679283,10.518032,4,-1
157,PALO ALTO,US-MEXICAN WAR,Mexican-American War of 1846-1847,2288.0,6000.0,48.0,400.0,0.0,1000.0,20.0,12.0,0.0,0.0,6,2,FF,DO,1.0,1.2,1.6,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.3813333333333333,0.0209790209790209,0.0666666666666666,0.12,8288.0,0.054054054054054,1,4,7.735870319952567,8.699681400989514,3.8918202981106265,5.993961427306569,9.022684613591526,0.1133286853070031,0.3230492162890722,0.6931471805599453,11.364805,9.253345,3,1
158,RESACA DE LA PALMA,US-MEXICAN WAR,Mexican-American War of 1846-1847,1700.0,5600.0,122.0,600.0,0.0,0.0,16.0,8.0,0.0,0.0,7,1,FF,DD,1.0,1.9,2.7,F,D,0.0,0.0,1.0,0.0,1.0,0.0,0.3035714285714285,0.0717647058823529,0.1071428571428571,0.2033333333333333,7300.0,0.0989041095890411,1,6,7.438971592395862,8.630700432209832,4.812184355372417,6.398594934535208,8.895766604056085,0.1850954836766798,0.2651077504132418,0.6931471805599453,11.21151,9.094122,3,1
159,BUENA VISTA,US-MEXICAN WAR,Mexican-American War of 1846-1847,14000.0,4759.0,2000.0,746.0,0.0,1018.0,101.0,16.0,0.0,0.0,2,6,FF,DD,1.625,7.0,13.0,G,W,0.0,0.0,0.0,0.0,1.0,0.0,2.9417944946417314,0.1428571428571428,0.1567556209287665,2.680965147453083,18759.0,0.1463830694599925,0,-4,9.546884034617923,8.468002947225466,7.601402334583733,6.616065185132817,9.839482222560216,1.3031749861241555,1.371636075114297,0.965080896043587,7.9931936,11.98976,6,1
160,CERRO GORDO,US-MEXICAN WAR,Mexican-American War of 1846-1847,8500.0,12000.0,431.0,4000.0,0.0,0.0,7.0,40.0,0.0,0.0,8,1,FF,DD,1.79166666666667,2.4,4.0,G,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7083333333333334,0.0507058823529411,0.3333333333333333,0.10775,20500.0,0.2161463414634146,1,7,9.04793908261736,9.39274525863144,6.068425588244111,8.294299608857235,9.928228944424577,0.1023309310974618,0.5355182363563622,1.0266387890430215,11.495057,10.166077,4,1
161,CONTRERAS,US-MEXICAN WAR,Mexican-American War of 1846-1847,4500.0,4000.0,60.0,1513.0,0.0,0.0,101.0,22.0,0.0,0.0,9,1,FF,DD,1.0,2.5,2.7,G,D,2.0,0.0,0.0,0.0,1.0,0.0,1.125,0.0133333333333333,0.37825,0.0396563119629874,8500.0,0.1850588235294117,0,8,8.412054873292933,8.294299608857235,4.110873864173311,7.322510433997394,9.04793908261736,0.0388901892699219,0.7537718023763802,0.6931471805599453,10.070029,10.657458,4,1
162,CHURUBUSCO,US-MEXICAN WAR,Mexican-American War of 1846-1847,8497.0,10500.0,996.0,3124.0,0.0,0.0,101.0,59.0,0.0,0.0,7,2,FF,DD,1.1875,2.0,1.1,F,D,0.0,0.0,1.0,0.0,1.0,0.0,0.8092380952380952,0.1172178415911498,0.2975238095238095,0.3188220230473751,18997.0,0.2168763488971943,0,5,9.047586120674756,9.259225769705994,6.904750769961838,8.047189562170502,9.852088989450127,0.2767389313839955,0.5929058147994344,0.7827593392496325,9.099809,14.501567,4,1
163,MOLINO DEL REY,US-MEXICAN WAR,Mexican-American War of 1846-1847,3100.0,12000.0,792.0,2700.0,300.0,0.0,9.0,59.0,0.0,0.0,7,2,FF,DD,1.0,1.6,1.0,R,D,0.0,0.0,1.0,0.0,0.0,0.0,0.2583333333333333,0.2554838709677419,0.225,0.2933333333333333,15100.0,0.2312582781456953,1,5,8.03947991910045,9.39274525863144,6.675823221634848,7.901377353792616,9.62251624577579,0.2572228649670723,0.2297880940328783,0.6931471805599453,11.6346855,9.0927725,1,1
164,CHAPULTEPEC,US-MEXICAN WAR,Mexican-American War of 1846-1847,7180.0,15000.0,863.0,1800.0,0.0,0.0,8.0,13.0,0.0,0.0,9,2,FF,DD,1.0,1.8,3.5,G,D,0.0,0.0,1.0,0.0,1.0,0.0,0.4786666666666667,0.1201949860724234,0.12,0.4794444444444444,22180.0,0.1200631199278629,1,7,8.879193928110318,9.61587214452889,6.761572768804055,7.496097345175956,10.006991345550787,0.3916666419296761,0.3911407808200109,0.6931471805599453,11.24693,9.054483,3,1
165,THE ALMA,CRIMEAN WAR,Crimean War of 1853-1856,65000.0,36400.0,2562.0,5709.0,1000.0,3400.0,136.0,118.0,0.0,0.0,6,3,FF,DD,1.0,10.0,11.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.7857142857142858,0.0394153846153846,0.1568406593406593,0.4487651077246453,101400.0,0.0815680473372781,0,3,11.082157933374816,10.50235152577494,7.848933726364071,8.649974302650056,11.52683823202353,0.3707115437276472,1.024504316514388,0.6931471805599453,10.385148,13.586623,0,1
166,INKERMAN,CRIMEAN WAR,Crimean War of 1853-1856,42000.0,16000.0,15187.0,4105.0,0.0,0.0,106.0,56.0,0.0,0.0,3,5,FF,DO,1.0,2.5,2.5,R,W,1.0,0.0,0.0,0.0,0.0,0.0,2.625,0.3615952380952381,0.2565625,3.699634591961023,58000.0,0.3326206896551724,0,-2,10.645448706505872,9.680406499268877,9.628260921351693,8.32020459757888,10.968215530759236,1.5474847593023338,1.2878542883066382,0.6931471805599453,11.997888,12.72468,1,1
167,MAGENTA,WAR OF AUSTRIA WITH FRANCE AND PIEDMONT,War of Italian Unification of 1859,48090.0,61618.0,4530.0,10236.0,1207.0,3435.0,87.0,152.0,0.0,0.0,5,3,FF,DO,1.0,8.0,6.0,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.7804537635106624,0.0941983780411728,0.1661202895257879,0.4425556858147714,109708.0,0.1345936485944507,1,2,10.780850328399447,11.028725543521734,8.418697944667139,9.233763886919771,11.605586684830609,0.3664163223394314,0.576868255137162,0.6931471805599453,12.492128,9.967371,0,1
168,SOLFERINO,WAR OF AUSTRIA WITH FRANCE AND PIEDMONT,War of Italian Unification of 1859,143000.0,130000.0,17400.0,21800.0,15000.0,0.0,420.0,536.0,0.0,0.0,5,3,FF,DO,1.0,11.0,11.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.1216783216783216,0.1676923076923077,0.7981651376146789,273000.0,0.1435897435897435,0,2,11.870606902224589,11.775297421715829,9.76428295481558,9.989711119284744,12.51723073716405,0.5867667770013735,0.7419373447293773,0.6931471805599453,10.955838,14.231142,0,1
169,SADOWA (KOENIGGRATZ),AUSTRO-PRUSSIAN (SEVEN WEEK'S) WAR,Seven Weeks War of 1866,220000.0,215000.0,9200.0,44300.0,27000.0,24000.0,780.0,770.0,0.0,0.0,7,5,DE,DO,1.0,12.0,24.0,R,W,0.0,0.0,0.0,0.0,1.0,0.0,1.0232558139534884,0.0418181818181818,0.2060465116279069,0.2076749435665914,435000.0,0.1229885057471264,0,2,12.301387370778713,12.278397958261774,9.12706745278236,10.698762529141884,12.983103608918752,0.1886969768508709,0.7047080029610213,0.6931471805599453,10.822835,14.209397,0,1
170,CUSTOZZA II,AUSTRO-ITALIAN WAR,Seven Weeks War of 1866,90000.0,75000.0,8100.0,5600.0,7000.0,0.0,192.0,172.0,0.0,0.0,3,6,FF,DO,1.0,6.0,6.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.09,0.0746666666666666,1.4464285714285714,165000.0,0.083030303030303,0,-3,11.407576060361786,11.225256725762891,8.999742789830492,8.630700432209832,12.013706813470414,0.8946292350929756,0.7884573603642702,0.6931471805599453,13.132393,13.144222,0,1
171,FIRST BULL RUN (MANASSAS),AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,35000.0,32500.0,2896.0,1982.0,0.0,1300.0,55.0,49.0,0.0,0.0,4,6,EE,DO,1.0,4.5,4.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0827428571428571,0.0609846153846153,1.4611503531786074,67500.0,0.0722666666666666,0,-2,10.463131911491969,10.389026137075234,7.9714309977693505,7.592366128519796,11.119897691565695,0.9006288638859322,0.7308875085427923,0.6931471805599453,13.122504,12.899402,0,1
172,WILSON'S CREEK,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,5400.0,10175.0,1235.0,1095.0,0.0,0.0,16.0,15.0,0.0,0.0,5,6,FF,DO,1.0,2.0,2.4,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.5307125307125307,0.2287037037037037,0.1076167076167076,1.1278538812785388,15575.0,0.1495987158908507,1,-1,8.594339400592892,9.227787285579904,7.119635638017636,6.999422467507961,9.653486547052037,0.755113904309145,0.4257333333448581,0.6931471805599453,12.073807,9.483856,1,1
173,BELMONT,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,3144.0,5000.0,607.0,642.0,0.0,0.0,6.0,6.0,0.0,0.0,6,5,FF,DO,1.0,1.0,1.0,F,D,0.0,0.0,0.0,0.0,1.0,0.0,0.6288,0.1930661577608142,0.1284,0.9454828660436138,8144.0,0.1533644400785854,1,1,8.05356916913454,8.517393171418904,6.410174881966167,6.466144724237619,9.005159521036145,0.6655102064356165,0.4878435473740665,0.6931471805599453,11.69066,9.14631,1,1
174,MILL SPRINGS,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,4000.0,4000.0,533.0,262.0,0.0,0.0,12.0,7.0,0.0,0.0,4,8,FF,DO,1.0,0.6,0.8,R,W,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13325,0.0655,2.0343511450381677,8000.0,0.099375,0,-4,8.294299608857235,8.294299608857235,6.280395838960195,5.572154032177765,8.987321812850125,1.109997610893235,0.6931471805599453,0.6931471805599453,6.5675535,10.436673,6,1
175,FORT DONELSON,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,21000.0,27000.0,2000.0,2609.0,0.0,0.0,14.0,59.0,0.0,0.0,4,7,FF,DO,1.0,1.1,1.1,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.0952380952380952,0.0966296296296296,0.7665772326561902,48000.0,0.0960208333333333,1,-3,9.952325334619427,10.203629181337648,7.601402334583733,7.867105500316739,10.778977123006351,0.5690439075837799,0.5753641449035619,0.6931471805599453,12.435536,9.531867,0,1
176,PEA RIDGE,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,16202.0,10500.0,1300.0,1384.0,0.0,0.0,50.0,49.0,0.0,0.0,5,7,EE,DO,1.83333333333333,6.0,4.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.543047619047619,0.0802370077768176,0.1318095238095238,0.9393063583815028,26702.0,0.1005168152198337,0,-2,9.692951689261,9.259225769705994,7.170888478512505,7.233455418621439,10.19253119762704,0.6623303619139576,0.9333632118044256,1.04145387482816,6.145437,12.128744,6,1
177,KERNSTOWN,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,3087.0,7000.0,718.0,590.0,290.0,750.0,30.0,24.0,0.0,0.0,4,7,FF,DO,1.33333333333333,0.8,0.8,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.2325882734045999,0.0842857142857142,1.2169491525423728,10087.0,0.1296718548626945,1,-3,8.035278911144667,8.853808274977197,6.577861357721047,6.3818160174060985,9.219101877644755,0.7961319951173789,0.365337317017385,0.8472978603872021,12.42343,9.084662,1,1
178,SHILOH,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,40355.0,66812.0,10699.0,13047.0,0.0,0.0,108.0,170.0,0.0,0.0,4,6,FF,DO,2.10416666666667,6.0,8.0,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.6040082619888643,0.2651220418783298,0.1952792911453032,0.8200352571472369,107167.0,0.2215794041076077,1,-2,10.60549536152827,11.10965295136896,9.277999020449997,9.476390144300847,11.582152975593932,0.5988558729599894,0.4725056602969326,1.1327452950375694,11.790599,10.343351,0,1
179,FRONT ROYAL,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,16000.0,1063.0,35.0,904.0,1700.0,0.0,48.0,2.0,0.0,0.0,9,3,FF,DD,1.0,2.0,2.0,R,D,3.0,0.0,1.0,0.0,1.0,1.0,11.859133231758928,0.0021875,0.8504233301975541,0.038716814159292,17063.0,0.0550313543925452,0,6,9.680406499268877,6.96979066990159,3.58351893845611,6.807934943699926,9.744726260151186,0.0379861188160864,2.5540543162081812,0.6931471805599453,7.3877726,13.554298,2,1
180,FIRST WINCHESTER,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,16000.0,7000.0,365.0,2126.0,1700.0,0.0,48.0,2.0,0.0,0.0,8,3,FF,DD,1.0,1.6,1.6,R,D,0.0,1.0,1.0,0.0,1.0,0.0,2.2857142857142856,0.0228125,0.3037142857142857,0.1716839134524929,23000.0,0.1083043478260869,0,5,9.680406499268877,8.853808274977197,5.902633333401366,7.662467815200237,10.043292972227004,0.1584419563602871,1.1895840668738364,0.6931471805599453,8.591378,14.64826,2,1
181,CROSS KEYS,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,10500.0,5000.0,684.0,288.0,0.0,0.0,30.0,16.0,0.0,0.0,3,9,FF,DO,1.0,2.8,2.8,R,D,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0651428571428571,0.0576,2.375,15500.0,0.0627096774193548,0,-6,9.259225769705994,8.517393171418904,6.529418838262226,5.666426688112432,9.648659816955297,1.2163953243244932,1.1314021114911006,0.6931471805599453,6.500229,10.623644,6,1
182,PORT REPUBLIC,AMERICAN CIVIL WAR,U.S. Civil War of 1861-1865,15000.0,3000.0,800.0,1018.0,0.0,150.0,12.0,16.0,0.0,0.0,8,5,FF,DO,1.0,2.4,2.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0533333333333333,0.3393333333333333,0.7858546168958742,18000.0,0.101,0,3,9.61587214452889,8.006700845440367,6.68586094706836,6.926577033222725,9.798182590890704,0.5798970776269561,1.791759469228055,0.6931471805599453,6.270755,13.389278,6,1
